id,split,label_bin
10022.json,train,0
8717.json,valid,1
7843.json,train,0
2769.json,test,0
8505.json,train,0
783.json,train,0
6302.json,train,0
11097.json,train,0
5924.json,train,1
5686.json,train,0
12584.json,train,1
6540.json,train,1
8928.json,train,0
11921.json,train,0
6914.json,train,0
9004.json,train,1
13510.json,valid,0
8688.json,train,1
4103.json,train,0
4122.json,train,1
312.json,train,0
4591.json,train,0
7071.json,train,0
1657.json,valid,1
31.json,test,0
12591.json,train,0
3001.json,train,1
1920.json,train,1
4612.json,train,0
5080.json,train,1
1783.json,train,0
6849.json,test,1
11075.json,train,0
719.json,train,1
5052.json,train,0
10220.json,train,1
738.json,train,1
2789.json,train,1
3399.json,test,1
11972.json,test,0
3613.json,valid,0
5723.json,test,1
6471.json,train,0
6843.json,valid,1
12555.json,valid,1
12921.json,train,1
9517.json,train,1
10430.json,train,0
1687.json,train,1
11514.json,train,1
535.json,train,0
4263.json,train,1
10866.json,train,1
4369.json,train,0
9033.json,test,0
5600.json,train,1
12198.json,train,1
787.json,train,0
6654.json,train,1
7244.json,test,1
9801.json,test,0
2489.json,train,0
12273.json,valid,0
8336.json,test,0
11450.json,train,0
12093.json,test,1
12781.json,train,0
8739.json,train,0
287.json,train,0
10958.json,train,0
11408.json,train,0
1146.json,train,1
9629.json,test,0
7692.json,test,0
9388.json,test,1
13059.json,train,0
6317.json,train,1
5839.json,train,0
8765.json,train,1
6538.json,train,0
5124.json,test,1
5823.json,train,1
7064.json,train,0
6020.json,train,1
9899.json,train,0
6120.json,train,0
5543.json,train,0
1004.json,train,1
1898.json,train,0
8614.json,train,1
11483.json,train,1
1137.json,train,0
1180.json,train,0
8391.json,train,1
7949.json,train,0
3661.json,train,1
6376.json,train,0
5647.json,train,1
7102.json,train,1
446.json,test,1
10943.json,test,0
362.json,train,0
10339.json,train,0
5983.json,train,1
2939.json,train,0
9601.json,train,1
2258.json,train,0
6063.json,train,1
12171.json,train,1
10245.json,train,0
5818.json,train,1
597.json,train,1
11038.json,train,0
9509.json,train,1
8852.json,train,0
10696.json,train,1
5258.json,train,0
4885.json,test,0
8503.json,test,0
12984.json,train,1
9251.json,train,0
6829.json,train,1
7920.json,train,1
7730.json,train,0
1705.json,train,1
5383.json,train,1
7486.json,train,0
1191.json,train,1
7137.json,train,0
5784.json,train,1
9841.json,train,0
7449.json,train,0
7817.json,train,0
3402.json,train,0
7637.json,train,0
11728.json,train,1
8572.json,train,0
2933.json,train,1
13284.json,train,1
12128.json,valid,0
7207.json,train,0
3330.json,test,1
8912.json,train,0
10539.json,train,0
413.json,valid,1
2380.json,train,1
8236.json,train,0
6276.json,train,1
10488.json,train,0
6092.json,train,1
8754.json,train,0
3601.json,train,1
5695.json,train,1
10924.json,train,0
10810.json,train,1
9057.json,train,1
2310.json,train,1
11510.json,train,0
8115.json,test,0
102.json,valid,1
2313.json,train,0
25.json,train,1
8134.json,train,0
7489.json,train,0
10039.json,train,0
724.json,train,0
10007.json,train,1
5100.json,train,1
11174.json,train,0
7404.json,train,0
11610.json,train,0
4143.json,valid,0
13190.json,test,1
9976.json,train,0
9699.json,train,0
1239.json,train,0
5984.json,train,1
42.json,test,1
9247.json,train,0
12521.json,train,1
4787.json,valid,0
1024.json,valid,0
4259.json,test,0
9018.json,train,0
3580.json,train,1
8864.json,train,0
9374.json,train,1
12305.json,valid,0
384.json,test,0
10865.json,train,0
3572.json,train,0
12960.json,train,1
13270.json,test,1
4334.json,train,0
6889.json,train,0
7917.json,train,1
10403.json,train,0
11113.json,train,1
12797.json,train,1
3637.json,test,0
396.json,train,0
5249.json,test,1
5063.json,train,1
9318.json,train,1
11400.json,test,0
1455.json,train,1
9911.json,train,1
12762.json,train,1
11931.json,train,0
11070.json,train,0
11120.json,train,0
37.json,valid,0
8152.json,train,0
10211.json,train,0
7575.json,train,0
5803.json,train,0
12715.json,train,0
4778.json,valid,0
5378.json,train,1
4402.json,train,1
158.json,train,1
718.json,train,0
1895.json,train,1
3012.json,train,0
4865.json,train,0
8392.json,train,1
2074.json,train,0
11645.json,train,1
4149.json,train,1
12914.json,train,0
8557.json,test,0
9776.json,train,1
11561.json,train,1
1619.json,train,0
11441.json,train,1
10380.json,train,0
6116.json,train,1
12583.json,train,0
1123.json,train,1
6703.json,train,1
8003.json,train,0
11960.json,train,0
5292.json,train,0
133.json,train,0
6595.json,train,1
3682.json,train,0
9368.json,train,1
3390.json,train,0
6044.json,train,1
12667.json,train,1
4477.json,train,0
6739.json,train,1
9622.json,test,0
7603.json,train,0
5020.json,train,0
2660.json,valid,0
3232.json,test,0
7627.json,train,1
4076.json,train,1
2802.json,train,0
1762.json,train,1
12287.json,valid,0
12796.json,train,0
3135.json,train,0
2078.json,train,1
11247.json,train,1
8471.json,train,0
2516.json,train,1
11370.json,test,0
4714.json,test,1
8128.json,train,0
3010.json,train,0
13514.json,train,1
11537.json,train,0
4977.json,test,1
4514.json,train,0
12209.json,train,1
6844.json,train,1
4321.json,train,0
527.json,train,0
301.json,valid,1
1886.json,train,0
12962.json,train,1
2926.json,test,1
1131.json,train,1
11032.json,train,1
12845.json,train,0
2881.json,train,0
290.json,train,0
11974.json,train,0
10327.json,train,0
12080.json,train,0
4849.json,train,1
4106.json,train,0
9738.json,train,1
7132.json,valid,1
12390.json,valid,0
9510.json,valid,0
338.json,train,0
11721.json,train,1
11458.json,train,0
434.json,train,1
2208.json,train,0
11741.json,train,1
7529.json,test,1
2419.json,train,1
4163.json,train,0
5413.json,train,1
3340.json,train,0
2781.json,train,1
3647.json,train,0
10623.json,test,0
7304.json,train,1
2100.json,train,1
2375.json,valid,1
6285.json,train,0
4218.json,train,0
9375.json,train,0
5470.json,test,0
3224.json,train,1
7759.json,train,1
3088.json,train,1
11650.json,train,1
7733.json,valid,1
8777.json,train,0
5364.json,train,1
12183.json,train,0
11330.json,valid,0
6166.json,train,0
12331.json,test,1
1725.json,train,0
8625.json,train,1
11577.json,train,0
4099.json,train,1
10285.json,train,0
12857.json,train,1
7402.json,train,1
8112.json,train,1
2388.json,train,1
11432.json,train,1
10115.json,train,0
11017.json,valid,0
5139.json,train,0
11612.json,valid,1
8595.json,test,1
6059.json,train,1
3146.json,train,1
1005.json,test,1
8439.json,train,1
3607.json,train,1
5690.json,train,0
7713.json,valid,0
2276.json,train,1
9453.json,train,1
4522.json,test,1
5761.json,train,1
7790.json,test,1
8206.json,train,0
11897.json,train,0
4618.json,train,1
1224.json,train,0
8165.json,train,0
1826.json,train,0
10496.json,train,1
5128.json,train,1
7338.json,train,0
2483.json,train,1
13302.json,train,0
4392.json,train,0
3171.json,train,1
2775.json,test,0
8750.json,train,1
9007.json,train,0
7929.json,train,0
3092.json,train,1
11803.json,train,1
12568.json,train,1
8332.json,train,0
4580.json,train,0
5143.json,train,0
8372.json,test,1
9625.json,train,1
11909.json,train,1
2344.json,train,1
13429.json,train,1
8155.json,train,0
6678.json,test,0
3915.json,train,1
1872.json,train,0
11060.json,train,0
12791.json,test,1
5706.json,train,0
11196.json,train,1
8094.json,train,0
12891.json,train,0
7948.json,train,1
6695.json,valid,1
1086.json,train,0
13208.json,test,0
3802.json,train,0
2163.json,train,1
7984.json,train,1
2157.json,train,1
9162.json,train,0
11393.json,train,1
7841.json,train,0
9107.json,test,0
7393.json,train,1
4626.json,test,0
1075.json,test,1
12738.json,train,1
529.json,train,0
3063.json,train,0
4380.json,train,0
7062.json,train,1
1053.json,train,0
4854.json,train,0
7463.json,train,1
2607.json,train,1
12067.json,train,0
3734.json,train,0
318.json,train,1
12138.json,train,0
13512.json,test,1
5922.json,train,0
6940.json,train,1
2412.json,test,1
5677.json,train,0
6992.json,train,0
1421.json,train,0
10242.json,train,1
10112.json,train,1
12518.json,train,1
8661.json,train,0
4709.json,test,1
7410.json,train,0
9808.json,train,1
1201.json,train,0
5026.json,train,0
11784.json,train,1
8990.json,test,0
4996.json,train,1
1882.json,train,0
1379.json,train,1
9735.json,train,1
12771.json,train,0
7801.json,train,1
3659.json,train,1
3719.json,valid,0
8730.json,train,1
4560.json,train,1
6749.json,train,1
3482.json,train,1
8384.json,train,1
7514.json,train,1
10444.json,train,0
11329.json,train,0
5973.json,train,1
3875.json,train,1
2432.json,train,0
4906.json,train,1
10567.json,test,1
6132.json,train,0
12465.json,train,0
5699.json,valid,0
324.json,train,0
4123.json,train,1
7860.json,train,0
11700.json,train,1
12785.json,train,0
5050.json,valid,0
7952.json,test,1
6330.json,train,0
4497.json,train,0
1914.json,train,1
9176.json,valid,1
3355.json,train,1
8850.json,train,0
10929.json,train,1
3090.json,train,1
152.json,train,0
672.json,train,1
3336.json,train,1
8596.json,train,0
7276.json,valid,0
2611.json,train,1
10665.json,train,0
10864.json,valid,0
11583.json,train,0
2273.json,train,0
9255.json,train,0
12924.json,test,0
13072.json,train,0
12702.json,test,1
7558.json,train,1
10713.json,train,1
1818.json,train,1
2413.json,train,0
8312.json,train,0
5411.json,train,1
1573.json,train,0
6774.json,test,0
12167.json,test,1
2445.json,test,1
11326.json,valid,0
8629.json,train,0
13477.json,valid,0
4773.json,train,1
6888.json,train,1
6231.json,train,1
5095.json,test,1
2019.json,train,0
8659.json,train,1
4505.json,train,0
10185.json,train,0
11845.json,train,0
8091.json,train,1
12873.json,test,1
10891.json,train,1
5915.json,train,1
2962.json,train,1
2234.json,valid,0
8001.json,train,1
5813.json,train,0
269.json,train,1
12277.json,train,0
10336.json,valid,0
10157.json,train,0
5172.json,train,1
7316.json,valid,0
2290.json,test,1
6113.json,train,1
8669.json,train,1
8436.json,train,1
1312.json,train,0
9063.json,train,1
619.json,train,1
7675.json,valid,0
4282.json,train,1
2885.json,test,1
2915.json,train,1
10999.json,train,0
3844.json,valid,0
2519.json,train,1
169.json,train,1
3210.json,train,0
4195.json,test,1
2761.json,train,1
12934.json,train,1
3206.json,train,1
6215.json,train,0
13061.json,train,1
4011.json,train,0
12075.json,train,1
7838.json,test,1
9641.json,train,0
7131.json,train,1
3044.json,test,1
11665.json,train,0
5497.json,train,0
8648.json,valid,1
4542.json,train,0
12131.json,valid,1
3531.json,train,1
4446.json,train,1
7115.json,train,0
5786.json,train,1
3629.json,train,0
7800.json,train,1
6366.json,test,1
10130.json,train,0
10036.json,train,1
3539.json,train,0
2358.json,train,1
7614.json,train,1
5791.json,train,1
12710.json,train,1
10405.json,train,1
2940.json,train,1
8075.json,train,1
8738.json,train,1
3449.json,train,0
10762.json,train,0
2255.json,valid,1
7789.json,train,0
7887.json,train,1
746.json,train,0
1084.json,test,0
2110.json,train,0
2264.json,train,1
9144.json,train,1
9933.json,train,1
2653.json,train,0
1730.json,valid,1
553.json,test,1
8459.json,train,1
9163.json,train,1
9224.json,train,1
5481.json,train,1
7562.json,test,0
3749.json,train,1
6746.json,train,1
6090.json,train,1
2431.json,train,0
298.json,train,1
5684.json,valid,1
3062.json,valid,1
11877.json,train,0
11666.json,train,0
12434.json,train,1
7753.json,train,1
9514.json,train,0
2126.json,train,0
5351.json,train,1
6682.json,valid,1
1277.json,train,0
4004.json,train,0
10636.json,train,1
998.json,train,0
3545.json,train,0
12578.json,train,1
917.json,test,1
2383.json,train,1
9025.json,train,1
3570.json,train,1
10613.json,train,1
1881.json,test,1
11605.json,train,0
9089.json,valid,1
7383.json,train,1
424.json,train,1
7144.json,train,1
13364.json,valid,1
3862.json,train,1
94.json,valid,1
3311.json,valid,0
7859.json,train,1
8766.json,train,0
11862.json,train,1
2007.json,train,1
5651.json,train,1
13232.json,train,1
563.json,train,1
6783.json,train,1
3877.json,train,0
3710.json,test,0
2694.json,train,0
6668.json,train,0
8729.json,train,0
6137.json,train,0
2974.json,valid,0
12321.json,test,0
13326.json,valid,0
5673.json,train,0
4108.json,train,1
10281.json,train,0
4492.json,valid,1
1676.json,train,1
4788.json,train,1
2602.json,train,1
4985.json,valid,1
9502.json,test,0
9384.json,train,0
9171.json,train,1
5340.json,train,1
3797.json,train,0
9572.json,train,0
1668.json,train,1
8069.json,train,0
12586.json,train,1
12726.json,train,1
9419.json,valid,0
7218.json,train,1
4458.json,train,1
6845.json,train,1
6174.json,train,1
12590.json,train,1
10666.json,train,0
7980.json,train,0
11991.json,train,0
1887.json,train,0
10349.json,train,0
3658.json,train,1
5230.json,test,0
3592.json,train,0
9937.json,test,0
11989.json,train,0
4873.json,train,0
3378.json,train,1
7242.json,valid,0
6149.json,train,0
9434.json,train,1
9112.json,test,1
8713.json,train,0
12319.json,train,1
10573.json,train,1
1833.json,train,0
4808.json,train,1
3455.json,test,0
10259.json,train,0
13484.json,test,1
9739.json,train,1
3774.json,train,0
11725.json,train,1
4293.json,train,0
1997.json,valid,0
9802.json,train,0
3955.json,train,0
6448.json,valid,1
9040.json,train,1
8542.json,valid,1
486.json,train,0
8885.json,train,0
1817.json,train,0
12840.json,train,1
9281.json,train,1
7708.json,train,1
8899.json,train,1
3193.json,train,0
3124.json,valid,1
10304.json,train,1
2246.json,train,0
2353.json,valid,1
12758.json,train,0
4833.json,train,1
8825.json,train,0
10421.json,train,0
5957.json,train,1
8673.json,test,0
3688.json,train,1
9121.json,train,1
604.json,train,0
8073.json,train,0
3544.json,train,1
2541.json,train,0
9316.json,test,0
3742.json,train,0
1595.json,train,1
8918.json,train,1
8792.json,train,1
12770.json,test,0
390.json,train,0
3187.json,train,1
1273.json,train,1
8476.json,train,1
4810.json,train,0
12757.json,train,0
2210.json,train,1
4796.json,valid,0
1197.json,train,1
11896.json,train,1
13343.json,train,1
6994.json,train,1
7993.json,train,1
2740.json,train,1
8670.json,train,1
11108.json,train,1
3673.json,test,1
1029.json,train,0
1782.json,train,1
4404.json,train,1
6126.json,train,1
2732.json,train,0
5722.json,train,1
5149.json,train,0
10232.json,test,1
1338.json,valid,1
4086.json,train,1
3729.json,train,0
8055.json,train,1
6791.json,train,0
10480.json,train,1
10392.json,train,0
12252.json,train,1
11733.json,train,1
11072.json,train,0
481.json,train,0
10975.json,train,0
3772.json,train,0
6944.json,train,0
6190.json,valid,1
4657.json,train,0
2438.json,train,1
117.json,train,1
1.json,train,1
4938.json,train,0
10326.json,train,0
14.json,train,0
11899.json,train,0
3000.json,train,0
2956.json,train,0
215.json,train,0
10308.json,train,1
8587.json,train,1
11731.json,train,0
11208.json,train,0
10192.json,train,1
3041.json,valid,0
4121.json,train,1
4286.json,train,1
11531.json,train,1
8377.json,train,1
1095.json,train,1
3106.json,train,1
2867.json,train,0
512.json,test,0
7354.json,train,0
9936.json,train,1
938.json,train,0
9573.json,train,0
11966.json,test,1
9576.json,train,0
10974.json,train,1
1575.json,train,0
2145.json,train,0
10635.json,train,0
11118.json,test,0
8334.json,train,1
2538.json,train,0
1927.json,train,1
13096.json,valid,0
10381.json,train,0
7705.json,train,0
6103.json,train,1
6603.json,train,0
8499.json,train,0
13269.json,train,0
2916.json,train,0
4751.json,train,0
10904.json,train,0
4862.json,train,1
6615.json,train,0
10883.json,test,1
480.json,valid,1
6905.json,test,0
4568.json,test,1
2279.json,train,0
8711.json,train,0
10027.json,train,0
5848.json,test,1
3743.json,valid,0
10950.json,valid,1
12110.json,train,1
9540.json,valid,1
949.json,train,1
10221.json,train,0
3624.json,train,1
7937.json,train,0
5811.json,train,1
11115.json,valid,0
8767.json,train,0
13145.json,train,1
7953.json,train,1
4888.json,test,0
12957.json,train,1
12880.json,train,1
7725.json,train,1
9777.json,train,0
73.json,test,0
11552.json,train,0
2106.json,train,1
8972.json,train,0
673.json,train,0
1974.json,train,1
7505.json,valid,0
5253.json,valid,0
6236.json,test,1
6168.json,train,1
9839.json,train,0
11625.json,test,0
681.json,train,0
742.json,train,1
13220.json,train,1
8215.json,valid,0
7052.json,train,0
11780.json,valid,1
10602.json,train,1
10749.json,test,1
8640.json,train,0
8982.json,train,0
2784.json,valid,0
5490.json,train,0
1492.json,train,1
5291.json,train,0
6812.json,test,1
1120.json,test,1
6969.json,train,1
11549.json,train,1
4162.json,train,1
6315.json,train,1
12272.json,test,0
439.json,train,0
1647.json,train,0
11656.json,train,0
4068.json,test,0
12923.json,train,1
11971.json,train,1
5906.json,valid,1
2990.json,train,1
11166.json,valid,0
5700.json,train,0
5435.json,train,1
11163.json,train,1
674.json,train,0
972.json,train,1
4853.json,train,1
10752.json,train,0
2764.json,train,0
4177.json,train,0
8924.json,test,0
7740.json,valid,1
5787.json,train,0
9780.json,train,1
8307.json,train,1
9912.json,train,1
10953.json,train,1
5018.json,train,1
3521.json,train,1
5045.json,train,0
10320.json,train,0
10292.json,train,0
12835.json,train,1
11067.json,train,0
7294.json,train,1
5485.json,train,1
3298.json,train,0
12412.json,train,0
6706.json,train,0
9582.json,train,0
2049.json,train,0
3080.json,train,1
6234.json,train,0
6575.json,train,0
506.json,train,1
34.json,train,0
13331.json,valid,1
1663.json,train,1
8462.json,train,0
2827.json,train,1
9696.json,train,0
10526.json,train,1
6627.json,train,0
10161.json,train,1
5587.json,train,1
2566.json,train,0
2065.json,train,0
368.json,train,0
1846.json,valid,0
8597.json,train,0
9227.json,test,1
11734.json,train,1
10916.json,train,1
3288.json,train,1
7232.json,train,0
7331.json,train,0
11172.json,train,0
9730.json,train,1
11430.json,train,0
5002.json,train,0
4736.json,train,1
9505.json,train,1
1204.json,train,0
5746.json,test,0
121.json,valid,1
3102.json,train,1
7732.json,train,0
8883.json,valid,1
7616.json,train,0
12942.json,train,1
11282.json,train,1
7225.json,train,0
9248.json,test,0
11019.json,train,0
3964.json,train,0
12158.json,test,1
2407.json,train,1
754.json,valid,1
2676.json,train,1
677.json,train,0
3138.json,train,0
6610.json,test,0
12418.json,train,0
2312.json,train,0
9123.json,train,1
9850.json,valid,1
6163.json,test,1
3687.json,train,1
8304.json,valid,0
10768.json,train,1
2687.json,train,0
3701.json,train,0
9234.json,train,1
4441.json,train,0
3032.json,train,1
11632.json,train,0
6048.json,train,0
3611.json,train,1
13028.json,valid,0
4898.json,train,1
13231.json,test,1
12619.json,valid,1
11264.json,train,0
5.json,train,0
13505.json,valid,0
12178.json,valid,0
3094.json,train,1
4622.json,valid,0
6784.json,train,0
10070.json,train,1
12120.json,train,0
12534.json,train,1
1337.json,train,0
5241.json,train,1
4154.json,train,1
3562.json,train,1
2125.json,train,1
6118.json,train,1
1142.json,train,1
3323.json,train,0
4025.json,train,0
13421.json,train,1
1605.json,train,1
4031.json,train,1
5809.json,train,1
562.json,train,1
252.json,train,1
6001.json,train,0
10466.json,test,1
1491.json,train,0
13344.json,train,1
979.json,train,0
688.json,test,1
1937.json,train,0
9427.json,test,0
9908.json,test,0
4647.json,train,0
10894.json,train,1
4092.json,train,1
11996.json,train,1
2770.json,train,1
1464.json,train,1
8893.json,train,0
4768.json,train,0
9880.json,train,1
277.json,train,0
12920.json,train,1
4586.json,train,0
11344.json,train,1
433.json,train,0
5316.json,train,0
10124.json,train,1
954.json,train,0
9081.json,train,1
7766.json,train,0
930.json,train,1
7688.json,train,1
11304.json,train,1
36.json,train,1
3896.json,train,1
5861.json,train,1
8177.json,valid,1
7281.json,train,0
7478.json,train,1
10071.json,valid,0
2965.json,train,1
12809.json,train,0
1708.json,train,1
12677.json,train,0
227.json,train,0
12564.json,train,0
3321.json,train,0
10014.json,valid,0
1813.json,train,1
3473.json,valid,0
2624.json,train,0
2026.json,train,0
13166.json,train,1
7415.json,train,1
607.json,train,1
1536.json,train,0
12450.json,valid,1
13469.json,train,0
7482.json,train,0
5879.json,train,1
3900.json,train,0
8246.json,valid,1
7297.json,train,1
5169.json,valid,0
10873.json,valid,0
7585.json,train,0
9656.json,train,0
6989.json,train,0
11592.json,train,0
4300.json,train,1
6926.json,train,1
2972.json,train,0
4918.json,valid,1
644.json,train,0
9602.json,train,1
11848.json,train,0
1387.json,train,0
4425.json,test,1
6771.json,train,0
5855.json,train,1
762.json,train,1
11804.json,train,1
10087.json,train,1
1218.json,train,1
9211.json,train,0
1156.json,valid,1
832.json,train,0
3714.json,train,1
6169.json,train,0
9499.json,train,1
2657.json,train,0
9380.json,train,1
5520.json,train,0
3097.json,train,0
6288.json,train,1
9092.json,test,1
11056.json,train,0
6292.json,train,0
11513.json,train,1
3469.json,train,1
6590.json,train,1
5294.json,train,0
12566.json,train,1
7228.json,train,1
52.json,train,0
10144.json,train,0
7891.json,valid,1
12899.json,train,0
5399.json,train,0
1516.json,valid,0
160.json,train,0
89.json,train,0
9674.json,test,0
11511.json,train,0
509.json,train,0
5770.json,valid,0
761.json,train,1
5831.json,train,0
11606.json,train,0
1058.json,train,1
4908.json,train,0
9021.json,train,1
2243.json,train,0
11729.json,train,1
1541.json,train,1
4501.json,train,1
12569.json,train,1
4117.json,train,0
2307.json,train,0
2199.json,train,1
4353.json,test,0
5259.json,train,0
3056.json,train,0
12408.json,train,0
1505.json,train,1
4743.json,valid,1
13019.json,train,1
10627.json,train,1
13094.json,train,1
7.json,train,0
4316.json,train,1
11535.json,train,0
12347.json,valid,0
2137.json,train,1
8964.json,train,1
9283.json,train,0
9747.json,train,1
8350.json,train,1
6947.json,train,1
3741.json,test,1
65.json,train,0
3164.json,train,1
1858.json,valid,0
3397.json,train,1
531.json,test,0
2945.json,test,0
3999.json,train,1
5016.json,train,1
10812.json,train,0
500.json,train,1
12124.json,train,0
8126.json,train,0
9031.json,train,1
13524.json,train,1
4184.json,valid,1
6522.json,train,1
2591.json,valid,1
7559.json,valid,1
7962.json,train,0
560.json,train,1
6958.json,train,0
523.json,train,1
10982.json,train,0
7852.json,train,1
9784.json,train,0
9220.json,valid,1
11832.json,test,1
11797.json,valid,0
10244.json,train,1
13140.json,train,0
11935.json,train,0
3512.json,train,0
9631.json,train,0
9218.json,train,0
10353.json,train,1
2797.json,train,0
8691.json,train,1
1862.json,train,1
452.json,train,1
631.json,test,1
8976.json,train,1
7793.json,train,0
1580.json,train,1
11054.json,train,0
9404.json,train,1
6621.json,train,0
5150.json,train,1
5144.json,train,0
2782.json,train,0
8721.json,valid,1
4605.json,train,1
11685.json,test,1
6619.json,train,1
2144.json,train,1
7774.json,train,0
5096.json,valid,1
3418.json,valid,0
3023.json,train,1
7358.json,train,0
4055.json,train,0
4014.json,train,1
7695.json,test,0
1443.json,train,0
10018.json,train,0
11888.json,train,0
3013.json,train,0
6766.json,train,0
9096.json,test,0
10553.json,train,1
6794.json,train,0
77.json,train,0
1876.json,train,1
8808.json,train,0
319.json,train,0
1055.json,valid,1
2959.json,train,0
5907.json,train,0
11090.json,valid,0
1627.json,train,1
12708.json,train,1
3645.json,train,0
8419.json,test,1
5000.json,train,1
3918.json,train,1
1280.json,test,1
9042.json,train,1
5871.json,train,0
11720.json,train,0
4614.json,train,0
181.json,train,0
6434.json,train,1
12034.json,train,1
11424.json,train,1
825.json,train,0
7413.json,train,1
11770.json,train,0
4827.json,train,1
11267.json,train,1
8406.json,test,1
10518.json,train,1
3994.json,train,1
1244.json,train,1
9757.json,train,1
1370.json,train,1
4579.json,test,1
7256.json,train,0
10626.json,train,0
9982.json,train,1
11690.json,train,1
784.json,train,0
2132.json,train,1
13216.json,train,1
4705.json,train,1
11544.json,train,1
5138.json,train,1
6804.json,train,1
3938.json,train,1
10940.json,train,0
10684.json,train,0
13353.json,train,1
13373.json,train,1
8386.json,valid,0
9043.json,train,1
7833.json,train,1
6533.json,train,0
10571.json,valid,0
11416.json,train,0
12783.json,train,1
13462.json,train,1
3197.json,train,1
4443.json,train,0
5914.json,train,0
6412.json,valid,0
1392.json,train,1
6138.json,train,1
6948.json,train,1
6459.json,train,0
4000.json,train,1
263.json,valid,0
7391.json,train,0
9950.json,train,1
6968.json,train,0
10289.json,train,1
7299.json,train,1
6233.json,train,1
4161.json,test,0
5710.json,test,1
10605.json,valid,1
13266.json,train,1
12766.json,valid,1
8892.json,train,0
5719.json,train,0
11059.json,train,1
6296.json,train,1
955.json,train,1
1403.json,train,1
720.json,train,0
6710.json,train,1
7886.json,test,0
1557.json,train,0
8821.json,valid,0
4863.json,train,0
6815.json,train,1
6157.json,train,1
2824.json,train,0
2953.json,train,1
4506.json,train,1
11227.json,train,1
10686.json,train,1
2293.json,train,0
11489.json,train,1
4664.json,train,0
3150.json,train,0
13406.json,train,0
1994.json,train,1
4372.json,train,0
9970.json,test,0
1756.json,train,1
4349.json,train,0
12161.json,train,1
10501.json,train,0
1713.json,train,0
11206.json,train,1
8841.json,test,0
9058.json,train,1
9337.json,train,1
11307.json,test,1
11726.json,test,1
7821.json,train,1
13234.json,train,0
8004.json,train,1
5409.json,valid,1
2162.json,test,1
1825.json,valid,0
13278.json,train,1
11355.json,train,0
11201.json,train,1
12713.json,train,0
2564.json,train,1
3394.json,train,0
459.json,train,1
13012.json,train,1
9591.json,train,1
5860.json,train,0
2683.json,train,1
5314.json,test,0
5697.json,train,0
11213.json,train,0
3059.json,train,1
1036.json,train,1
914.json,train,0
12565.json,valid,0
4875.json,train,0
11654.json,test,0
12256.json,train,1
13261.json,train,1
2518.json,train,1
3035.json,train,0
3022.json,train,0
1325.json,valid,0
12326.json,train,1
5938.json,test,1
9201.json,train,1
5887.json,train,0
4006.json,valid,1
9586.json,train,1
4482.json,train,1
8427.json,train,1
12668.json,train,1
3590.json,train,1
1618.json,train,0
11250.json,train,0
12807.json,train,0
8809.json,test,0
9321.json,train,1
7111.json,test,1
3961.json,train,1
10062.json,train,1
3462.json,train,0
11676.json,train,1
8682.json,train,1
6945.json,test,1
12438.json,valid,0
1388.json,train,1
5131.json,test,0
12876.json,train,0
10439.json,train,0
5781.json,train,1
2069.json,train,0
7282.json,train,0
4904.json,train,1
727.json,test,0
8133.json,train,1
11708.json,valid,1
3744.json,train,0
7356.json,test,0
3685.json,train,0
3599.json,train,1
9734.json,train,0
12424.json,test,1
821.json,train,1
13487.json,test,1
2806.json,train,1
12832.json,train,0
4800.json,train,1
3005.json,train,1
8987.json,train,0
8525.json,train,0
5156.json,train,0
3428.json,train,0
3525.json,train,1
10267.json,train,0
5012.json,train,0
1169.json,train,1
9702.json,train,1
11246.json,train,1
2911.json,test,1
4189.json,test,1
10853.json,test,1
11425.json,train,0
2568.json,test,1
1490.json,train,0
2996.json,train,1
8693.json,train,1
9848.json,train,1
5888.json,train,1
10478.json,train,0
3317.json,train,0
9962.json,train,0
8449.json,train,1
12665.json,train,1
3494.json,train,0
12500.json,train,1
10761.json,train,0
2825.json,train,1
7902.json,train,1
13440.json,train,1
1438.json,train,0
4322.json,train,1
4978.json,valid,1
3616.json,train,0
581.json,train,0
7128.json,train,0
1098.json,train,1
12017.json,train,0
10579.json,train,0
11924.json,valid,0
941.json,train,0
11816.json,train,1
5603.json,test,0
5494.json,train,0
7769.json,train,1
1755.json,train,0
12145.json,train,0
2779.json,train,0
3858.json,train,0
3636.json,valid,1
13147.json,train,1
1511.json,valid,1
10728.json,train,1
10643.json,train,0
13467.json,test,1
946.json,train,1
1371.json,train,1
9785.json,train,1
6890.json,valid,1
6780.json,train,1
4220.json,train,0
8922.json,train,1
12658.json,train,0
7134.json,valid,1
3074.json,train,1
10094.json,train,0
4426.json,train,1
7209.json,train,0
8941.json,test,0
5986.json,train,0
8835.json,train,1
11892.json,train,0
2759.json,train,1
7677.json,test,0
3668.json,test,1
11492.json,train,1
8219.json,train,1
11860.json,train,1
1462.json,test,0
3057.json,train,1
10240.json,train,1
10692.json,train,1
288.json,train,0
4598.json,train,0
549.json,train,0
5679.json,train,1
8300.json,valid,1
12261.json,train,1
2502.json,train,1
7968.json,train,0
510.json,valid,1
11833.json,train,0
261.json,train,0
1205.json,train,1
8321.json,train,0
11775.json,train,1
11487.json,train,0
7119.json,train,0
11134.json,valid,1
9729.json,train,1
3880.json,train,1
9919.json,train,0
409.json,train,0
11033.json,train,0
6740.json,train,0
10723.json,train,0
6405.json,valid,1
999.json,train,0
1963.json,train,0
419.json,train,1
