id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
6125.json,pants-fire,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.","lottery,state-budget,state-finances",oregon-lottery,,,organization,0,0,1,0,1,an advertisement,train,pants-fire
7941.json,pants-fire,"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually","education,state-budget,state-finances,taxes",peter-barca,State Representative,Wisconsin,democrat,0,2,2,3,1,a fund-raising email,train,pants-fire
10686.json,false,Say Apples Tim Cook will not do business with Indiana.,"corporations,diversity",erick-erickson,,,republican,1,2,0,0,0,a RedState.com column,train,false
2180.json,pants-fire,Ninety-four percent of small businesses will face higher taxes under the Democrats plan.,"economy,federal-budget,taxes",randy-neugebauer,member of Congress,Texas,republican,0,0,0,0,1,a Townhall.com guest blog post,train,pants-fire
5339.json,half-true,Senator Menendez said he would spend our money wisely. But our annual national deficit climbed from $250 billion a year to $1.6 trillion on his watch.,"deficit,federal-budget",joseph-kyrillos,State Senator,New Jersey,republican,3,3,2,2,1,a speech at his campaign kickoff,train,half-true
11379.json,mostly-true,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.","guns,terrorism",viral-image,,,none,5,5,0,3,15,a Facebook post,train,mostly-true
12812.json,barely-true,"When LBJ started#WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. Theres a #BetterWay.",poverty,john-shimkus,U.S. Representative,Illinois,republican,1,0,0,0,0,a tweet,train,barely-true
4197.json,true,"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau.",diversity,charlie-hales,"Senior vice president, HDR Engineering",Oregon,none,1,1,0,0,0,Posted at charliehales.com ,train,true
9681.json,pants-fire,We know how to stop AIDS: persuade men not to have sex with men.,"gays-and-lesbians,health-care",bryan-fischer,Radio host,,none,0,0,0,0,2,"his ""Focal Point"" radio show",test,pants-fire
3578.json,false,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,unions,florida-education-association,,Florida,none,0,2,0,0,0,a campaign-style ad.,train,false
8209.json,true,"Says that unlike Texas, Missouri has a perfect AAA credit rating.","economy,state-budget,state-finances,states",jay-nixon,Governor,Missouri,democrat,2,0,0,1,0,a radio advertisement,train,true
12407.json,false,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",taxes,tom-marino,U.S. representative,Pennsylvania,republican,1,1,1,0,0,In an MSNBC interview,train,false
12487.json,barely-true,"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.","children,trade",joyce-beatty,Member of Congress,Ohio,democrat,1,0,0,1,0,in a press conference,test,barely-true
2270.json,pants-fire,"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax","health-care,market-regulation,taxes",chain-email,,,none,11,43,8,5,105,a chain e-mail,train,pants-fire
11303.json,mostly-true,Missouri is #1 in the nation for holding down tuition increases at public universities.,"federal-budget,state-budget",jay-nixon,Governor,Missouri,democrat,2,0,0,1,0,a post on Twitter,test,mostly-true
8995.json,true,"Over the past three years, deep poverty has reached its highest level on record.","history,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a report issued by the House Budget Committee Republican staff,train,true
4274.json,pants-fire,Were inches away from no longer having a free economy.,"economy,market-regulation",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"the Republican debate in Ames, Iowa",train,pants-fire
12877.json,mostly-true,"Says that under the Obama administration, the debt has nearly doubled.",economy,mike-pence,Governor,Indiana,republican,8,10,12,5,0,a Phoenix town hall,valid,mostly-true
2993.json,mostly-true,"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",social-security,rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview.,test,mostly-true
1100.json,mostly-true,"14,000 Americans . . . lose their health insurance every single day.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a news conference.,train,mostly-true
306.json,barely-true,"I was fighting against those (Republican) ideas when you were practicing law and representing your contributor, Rezko, in his slum landlord business in inner city Chicago.",candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a debate in Myrtle Beach, S.C.",valid,barely-true
6263.json,half-true,"There are 60,000 fewer jobs today in this state than we had in 2008.",jobs,ovide-lamontagne,Attorney,New Hampshire,republican,0,0,2,0,0,"a Republican gubernatorial debate at Franklin Pierce University in Rindge, N.H.",test,half-true
4428.json,false,The premiums on Medicares prescription drug program have fallen almost every year since it began.,"health-care,medicare",johnny-isakson,U.S. Senator,Georgia,republican,2,3,3,2,0,a speech before the Greater North Fulton Chamber of Commerce,train,false
6978.json,pants-fire,Virginia papers called (Scott) Rigells campaign Mostly False.,message-machine-2012,paul-hirschbiel,venture capitalist,Virginia,democrat,0,0,0,0,1,a TV ad.,train,pants-fire
10380.json,mostly-true,Says Mitch McConnell credits Republicans for recent economic improvements even though they took control of the Senate only days ago.,"congress,economy,elections,job-accomplishments,jobs",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,a tweet,train,mostly-true
707.json,pants-fire,The Books Sarah Palin tried to have banned.,candidates-biography,chain-email,,,none,11,43,8,5,105,,train,pants-fire
12744.json,mostly-true,"While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican.",taxes,donald-trump,President-Elect,New York,republican,63,114,51,37,61,his acceptance speech at the Republican Natiional Convention in Cleveland,train,mostly-true
124.json,half-true,"John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi, senior campaign adviser",ethics,john-edwards,former senator,North Carolina,democrat,0,2,4,4,1,a television interview.,train,half-true
6864.json,false,"All legislative mail, from the content to the timing, is approved by the speakers office.","campaign-finance,congressional-rules",jim-kyle,Lawyer,Tennessee,democrat,0,1,0,0,0,a story in the Clarksville Leaf-Chronicle,train,false
9896.json,false,Jorge Elorza wants to impose a municipal income tax.,"city-budget,deficit,economy,taxes",vincent-buddy-cianci,,Rhode Island,independent,0,2,1,2,1,a radio interview,train,false
9807.json,half-true,The growth rate of women-owned businesses in Texas has nearly doubled that of the nation since President Obama has taken office.,"small-business,women",greg-abbott,governor,Texas,republican,11,3,8,6,5,an email blast,train,half-true
10047.json,barely-true,Says Scott Brown co-sponsored legislationto let employers deny women coverage formammograms.,"health-care,legal-issues,women",jeanne-shaheen,Senator,New Hampshire,democrat,3,0,4,2,0,a news release,train,barely-true
11531.json,false,The Koch Brothers are spending more money than either the Democratic or Republican parties in the 2016 elections.,"campaign-finance,elections",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a speech.,train,false
9669.json,false,Oregon is the most trade-dependent state in the nation,"economy,trade",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a campaign debate,train,false
9875.json,mostly-true,Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.,"women,workers",emilys-list,,,organization,1,0,3,2,0,television attack ad,train,mostly-true
13052.json,true,Heroin comes in the United States from the southern border.,drugs,donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview on CNBC,valid,true
835.json,half-true,"Measures in Barack Obama's health plan could ""lower health care costs for the typical family by $2,500 a year.""",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,in a television ad,valid,half-true
3275.json,false,A 2005 gay pride vote had nothing to do with discrimination.,gays-and-lesbians,tom-scott,Tampa City Council member,,none,0,1,0,0,0,a mayoral debate,train,false
10273.json,pants-fire,"794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.",criminal-justice,facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on social media,valid,pants-fire
13037.json,half-true,"Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.","economy,jobs,taxes",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a tweet,train,half-true
1054.json,mostly-true,Oil money from federal leases can only be used to clean up the mess and damages from drilling.,environment,bill-nelson,,Florida,democrat,3,1,8,10,0,a statement.,train,mostly-true
7230.json,half-true,"Says in fiscal year 2011, the state had a projected $11 billion deficit.","deficit,state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a State of the State address,test,half-true
8602.json,barely-true,President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,immigration,obamas-heckler,,,none,1,0,0,0,0,comments during the president's speech,train,barely-true
8872.json,false,"According to (Barack) Obamas newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government, which is then used as justification for gun confiscation.","guns,health-care,privacy",mr-conservative,Conservative website,,none,0,1,0,0,1,a blog post,train,false
2261.json,barely-true,A New York imam wants tohave a mosque at Ground Zero.,"homeland-security,patriotism,religion",rick-lazio,,,republican,1,0,0,0,0,"Fox News ""Hannity"" program.",train,barely-true
7132.json,false,National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices (or) cutting jobs as a result of the added cost.,"economy,health-care,jobs,workers",pam-bondi,,Florida,republican,2,2,0,4,0,remarks to the Florida Chamber of Commerce,valid,false
205.json,false,"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",immigration,tom-tancredo,U.S. representative,Colorado,republican,2,4,1,1,0,Fox News interview,train,false
5403.json,mostly-true,"Other states have considered or have sunset advisory commissions; the federal government has the ability, too.","state-budget,state-finances",bruce-starr,State senator,Oregon,republican,0,1,0,1,0,a floor speech,test,mostly-true
4625.json,pants-fire,"If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.",religion,fred-karger,Republican presidential candidate,California,republican,0,0,0,0,1,an interview with The Guardian,train,pants-fire
5890.json,barely-true,Says in March New Jersey was one of only eight states in the nation to lose jobs and the state with the highest loss of jobs in the nation.,jobs,barbara-buono,State Senator,New Jersey,democrat,3,1,4,4,1,an interview on The Dom Giordano Show,train,barely-true
1810.json,half-true,On the National Animal Identification System.,"agriculture,candidates-biography",todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,a Tea Party rally in El Paso,test,half-true
7419.json,barely-true,The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.,immigration,wayne-lapierre,,,none,3,1,3,1,0,an op-ed for the Daily Caller,valid,barely-true
12619.json,barely-true,"Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",trade,russ-feingold,,Wisconsin,democrat,2,4,7,5,1,a news conference,valid,barely-true
13432.json,half-true,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,"crime,debt,federal-budget,social-security",americans-united-change,,,none,1,4,4,1,0,an ad,train,half-true
5545.json,pants-fire,An independent payment advisory board created by the health care reform law can ration care and deny certain Medicare treatments.,"health-care,medicare,message-machine-2012",pat-boone,spokesman for the 60 Plus Association,,none,0,1,0,0,2,a television ad,train,pants-fire
3099.json,mostly-true,A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009,"crime,transportation",jefferson-smith,state representative,Oregon,democrat,1,1,0,4,0,an article in The Oregonian,train,mostly-true
4295.json,half-true,I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.,"state-budget,state-finances",rick-scott,Governor,Florida,republican,28,23,38,34,7,an interview,train,half-true
3047.json,half-true,Ohio taxpayers spent more than $67 million for the year on food stamps and Medicaid for Wal-Mart workers,"health-care,state-budget",robert-hagan,State representative,Ohio,democrat,0,0,2,1,0,a speech in the Ohio House of Representatives,valid,half-true
4984.json,false,"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.","economy,financial-regulation,occupy-wall-street",michael-doherty,,,republican,1,3,1,1,0,a news release,valid,false
4139.json,barely-true,"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world.","foreign-policy,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a town hall in Wolfeboro, N.H.",train,barely-true
5737.json,pants-fire,I have always said that I would be for drilling.,"candidates-biography,climate-change,energy",connie-mack,U.S. representative from Fort Myers,Florida,republican,3,3,1,3,1,an event to promote the Keystone XL pipeline,train,pants-fire
12660.json,barely-true,Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.,social-security,state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a radio ad,train,barely-true
11503.json,true,"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.","crime,criminal-justice,drugs,legal-issues",facebook-posts,Social media posting,,none,14,18,15,11,36,a Snopes.com tweet recapping a Facebook post,train,true
12846.json,half-true,We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,"economy,florida,jobs",gwen-graham,,Florida,democrat,0,0,1,0,0,a speech to Florida delegates at the Democratic National Convention,train,half-true
10989.json,pants-fire,Says South Carolina Gov. Nikki Haley is an immigrant.,"candidates-biography,history,immigration",ann-coulter,Columnist and author,New York,republican,2,3,3,0,4,comments on Fox Business Network,train,pants-fire
10677.json,half-true,"People buy more items during Georgias sales-tax holidays, boosting economic activity.","state-budget,taxes",rick-mcallister,"President, Georgia Retailers Association",Georgia,none,0,0,1,0,0,a news report,train,half-true
6681.json,barely-true,"Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax.",elections,american-civil-liberties-union,,the United States,organization,1,0,0,0,0,Newsletter,train,barely-true
5026.json,true,Says Newt Gingrich aligned with Nancy Pelosi on global warming.,"climate-change,environment,message-machine-2012",make-us-great-again,super PAC,,republican,0,0,0,0,0,a video ad,train,true
4520.json,half-true,We have had over 40 days this summer where it was unsafe to breathe the air.,"environment,transportation",jennette-gayer,,,none,0,0,1,1,0,a meeting,train,half-true
4178.json,mostly-true,Most countries have no debt ceiling.,"deficit,economy,pundits,abc-news-week",arianna-huffington,"Founder, The Huffington Post",,none,0,0,2,3,0,"a roundtable segment on ABC's ""This Week with Christiane Amanpour""",train,mostly-true
1421.json,true,U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.,economy,rick-perry,Governor,Texas,republican,30,30,42,23,18,a press release,train,true
712.json,pants-fire,"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",education,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,in a television ad,valid,pants-fire
12801.json,true,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,"guns,polls",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0,0,0,0,0,a speech at the Democratic National Convention in Philadelphia,train,true
5061.json,pants-fire,"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a radio interview,test,pants-fire
2166.json,true,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.","economy,abc-news-week",george-will,Columnist,Maryland,columnist,7,6,3,5,1,"a roundtable discussion on ABC's ""This Week""",train,true
7658.json,mostly-true,We Really Do Have the Highest Corporate Tax Rate in the World.,taxes,tax-foundation,,,none,0,0,2,1,0,a press release,valid,mostly-true
10760.json,mostly-true,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,taxes,bill-maher,Host of Real Time with Bill Maher,California,independent,0,3,1,5,0,"his monologue on ""Real Time""",train,mostly-true
12474.json,mostly-true,Says Donald Trump says climate change is a hoax invented by the Chinese.,"climate-change,foreign-policy",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a foreign policy speech ,train,mostly-true
7718.json,half-true,"The Dolphins stadium renovation will create more than 4,000 new local jobs.","county-budget,jobs,sports,state-budget",friends-miami-first,promoting approval of financing for Sun Life Stadium,Florida,none,0,0,1,0,0,a mailer,valid,half-true
7247.json,true,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.","deficit,federal-budget",jim-jordan,U.S. representative,Ohio,republican,1,0,3,3,0,an interview on Fox News Sunday,train,true
12783.json,barely-true,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.","history,women",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a video shown at the Democratic convention,train,barely-true
9878.json,half-true,Social Security has never contributed one cent to the deficit. Not one cent.,social-security,jeff-merkley,U.S. Senator,Oregon,democrat,0,1,3,6,0,a roundtable discussion with senior citizens,valid,half-true
8232.json,pants-fire,Says Gov. Scott Walker hasnt done a public event this entire year.,"state-budget,transparency",chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat,6,5,0,1,1,an interview,train,pants-fire
3088.json,pants-fire,Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,"labor,state-budget",chain-email,,,none,11,43,8,5,105,a chain email and -- briefly -- a union web site,train,pants-fire
13453.json,pants-fire,"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.","diversity,islam",social-media,,,none,0,0,0,0,2,a viral Tweet,train,pants-fire
3835.json,pants-fire,House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,congressional-rules,jim-moran,U. S. Congressman,Virginia,democrat,2,1,1,6,1,a speech.,train,pants-fire
6229.json,pants-fire,"In the last 10 years, only one piece of legislation has been cosponsored and passed by John Duncan Jr.",voting-record,nick-ciparro,Student,Tennessee,republican,0,0,0,0,1,Posted by Ciparro's website,train,pants-fire
8965.json,pants-fire,"Under current policies, were going to reduce the overall debt of the United States by $3 trillion over the next 10 years.","debt,deficit,federal-budget",richard-durbin,Senator,Illinois,democrat,0,2,1,0,1,"an interview on ""Fox News Sunday""",train,pants-fire
1391.json,true,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",crime,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,the biography on his campaign Web site,train,true
9004.json,barely-true,Georgia lawmakers are now considering passing the most extreme gun bill in America.,guns,americans-responsible-solutions,,,none,1,0,1,2,0,press release,train,barely-true
3272.json,pants-fire,Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,"labor,state-budget",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,an appearance on a TV interview program,train,pants-fire
8128.json,mostly-true,There is no planned air-conditioned restaurant out on the Lens.,"recreation,tourism",kathleen-ford,Attorney,Florida,democrat,0,1,0,1,1,a mayoral debate,train,mostly-true
8852.json,mostly-true,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,"candidates-biography,crime,homeland-security,public-safety,state-budget,state-finances",todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,"the Texas Debate hosted by KERA-TV, Channel 13, in Dallas",train,mostly-true
5961.json,false,Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,"job-accomplishments,jobs,workers",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2,5,8,5,3,an interview,train,false
12829.json,false,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",debates,paul-manafort,,,republican,0,2,1,0,1,"an interview on NBC's ""Meet the Press""",train,false
4374.json,pants-fire,Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,"energy,foreign-policy,new-hampshire-2012",rick-perry,Governor,Texas,republican,30,30,42,23,18,a speech at a house party in New Hampshire.,train,pants-fire
13286.json,half-true,Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,campaign-finance,ann-kirkpatrick,U.S. House of Representatives,Arizona,democrat,0,0,3,0,0,a U.S. Senate debate,train,half-true
1963.json,mostly-true,"Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.",bipartisanship,bryan-underwood,Business owner,Texas,republican,0,0,0,1,0,a speech,train,mostly-true
7617.json,half-true,"In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.","candidates-biography,federal-budget",paul-broun,Congressman,Georgia,republican,4,8,3,2,1,a meeting,train,half-true
3740.json,half-true,Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,education,tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,a TV interview.,test,half-true
9006.json,mostly-true,The Russians didnt wear uniforms when they came in to Ukraine.,"foreign-policy,military",chris-matthews,Host of MSNBC's Hardball,,none,1,2,2,1,0,"a segment on ""Hardball""",train,mostly-true
12980.json,false,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",autism,viral-image,,,none,5,5,0,3,15,an image shared on social media from NaturalNews.com,train,false
8316.json,barely-true,Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor.,"bipartisanship,candidates-biography",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a Republican lieutenant governor candidate forum,train,barely-true
12983.json,false,On drilling off the Atlantic coast,energy,tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,,train,false
9333.json,half-true,"When you read the Koran, it talks about dont take Christians and Jews as your friends.",islam,sean-hannity,Radio/TV host,,none,3,5,3,2,1,"a segment on ""Hannity""",test,half-true
11934.json,mostly-true,"In Sauk City, Wisconsin, the ID office that provides identification for voting is only open on the fifth Wednesday of every month -- a total of four days in 2016.","civil-rights,elections,states,transportation",john-oliver,"Host, Last Week Tonight",,none,0,0,2,4,0,a TV show,train,mostly-true
11792.json,pants-fire,"Blue Cross Blue Shield cancelled all their individual (health care) policies in the state of Texas, effective Dec. 31.","corrections-and-updates,health-care",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a New Hampshire appearance,valid,pants-fire
10107.json,half-true,Says abill he vetoed to give driver licenses to certain immigrants known as Dreamers would havechanged nothing.,"corrections-and-updates,immigration",rick-scott,Governor,Florida,republican,28,23,38,34,7,a Telemundo debate,train,half-true
6940.json,barely-true,"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.","children,gays-and-lesbians,health-care,sexuality",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,a news release,train,barely-true
11428.json,barely-true,We have the highest funding in (the) K-12 system in the history of the state.,"education,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,a press conference,train,barely-true
4424.json,barely-true,"Says Every time the Legislature suspended the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the states revenues.","state-budget,state-finances,taxes",matt-wand,Attorney,Oregon,republican,2,0,0,0,0,guest column ,train,barely-true
9735.json,pants-fire,Austin mayoral candidate Mike Martinez takes corporate money.,"campaign-finance,candidates-biography,city-government,corporations",eugene-sepulveda,Philanthropist,Texas,democrat,0,0,0,0,1,a Facebook post,train,pants-fire
5455.json,half-true,Says Rick Santorum funded Planned Parenthood.,"abortion,message-machine-2012",ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a campaign commercial,train,half-true
7543.json,pants-fire,"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.","government-regulation,health-care,market-regulation,science",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a speech at CPAC,test,pants-fire
351.json,true,"Senator Obama has, in fact, never had a serious Republican challenger.",elections,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a conference call to reporters led by Cilnton pollster Mark Penn,train,true
11856.json,half-true,Americans are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.,"economy,income,workers",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a Democratic debate on MSNBC,train,half-true
10061.json,half-true,"The CBO says if we raise the minimum wage the way Charlie (Crist) wants to do it, it would lose 500,000 jobs.","economy,jobs,workers",rick-scott,Governor,Florida,republican,28,23,38,34,7,a gubernatorial debate,test,half-true
6172.json,pants-fire,Obamacare is . . . the largest tax increase in the history of the world.,"health-care,pundits",rush-limbaugh,Radio host,,none,9,11,5,2,10,comments on his radio show,train,pants-fire
11354.json,barely-true,"Weve had examples like in Yuma County, where weve been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.",immigration,ben-carson,,,republican,7,12,3,2,4,"an interview on ABC's ""This Week""",train,barely-true
1451.json,pants-fire,Bill White is discriminating. Hes taking jobs from African Americans and giving them to his friends.,diversity,farouk-shami,Businessman,Texas,democrat,1,2,2,0,1,a Dallas press conference,train,pants-fire
2854.json,pants-fire,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,education,carole-smith,Portland schools superintendent,Oregon,none,0,0,0,0,1,a press briefing,test,pants-fire
4894.json,false,U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.,israel,karen-harrington,restaurant owner,Florida,republican,0,1,1,0,0,an interview,train,false
6093.json,false,Says Joe Kyrillos voted to raid the states pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.,"deficit,message-machine-2012,pensions,state-finances",robert-menendez,U.S. Senator,New Jersey,democrat,1,3,1,3,0,an interview on NJTV’s “On the Record”,train,false
12561.json,barely-true,"Attempts to find things like, crime, criminal activity, indictment, have been filtered out by Google in favor of Hillary Clinton.",technology,andrew-napolitano,judge,,republican,3,0,2,0,3,a segment on Fox & Friends,train,barely-true
11260.json,pants-fire,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.","foreign-policy,nuclear",blog-posting,,,none,7,19,3,5,44,posts on the Internet,valid,pants-fire
2.json,half-true,President Clinton reduced the scale of our military dramatically.,military,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican debate in Orlando, Fla.",train,half-true
8966.json,false,On expanding Medicaid as part of the health care law,"medicaid,poverty",rick-scott,Governor,Florida,republican,28,23,38,34,7,public statements,valid,false
3265.json,barely-true,"When it comes to taking cuts in tough budget times, Wisconsin state workers havent had to sacrifice.","labor,state-budget",club-growth,,,none,4,5,4,2,0,a television ad,train,barely-true
7409.json,true,There are 3 million jobs that go vacant each month in this country.,jobs,dave-joyce,Member of Congress,Ohio,republican,0,0,0,0,0,a radio interview,train,true
2258.json,true,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,"foreign-policy,religion,terrorism",ileana-ros-lehtinen,U.S. Representative,Florida,republican,0,0,1,0,0,a press release.,train,true
12331.json,barely-true,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.","jobs,labor,states",enterprise-florida,The public-private economic development agency ,Florida,organization,1,0,0,0,0,Enterprise Florida radio ads in California,test,barely-true
8219.json,barely-true,Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.,"guns,homeland-security",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a tweet.,train,barely-true
9395.json,barely-true,Eric Cantor voted to fully fund Obamacare in October.,"health-care,voting-record",dave-brat,College professor,Virginia,republican,2,5,0,2,0,a radio ad.,train,barely-true
1200.json,half-true,"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,an interview on This Week with George Stephanopoulos,train,half-true
